State,Year,Law Passed,Law Link,Law Description,my_label,Reasoning,model_label,pro_immigration_score,top_trigger_words
California,2026,AB1563 - Budget Act of 2026.,https://legiscan.com/CA/bill/AB1563/2025,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",,,Anti-Immigration,0.4995,"state, section, article, 12, act"
California,2026,SB879 - Budget Act of 2026.,https://legiscan.com/CA/bill/SB879/2025,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",,,Anti-Immigration,0.4995,"state, section, article, 12, act"
California,2026,SB1433 - Maintenance of the codes.,https://legiscan.com/CA/bill/SB1433/2025,"An act to amend Sections 733, 2242.2, 2553.5, 3046.1, 4073.5, 4602, 4610, 4826.5, 4858, 6126.7, 16608, and 17810 of the Business and Professions Code, to amend Sections 714.6, 798.14, 798.74.4, 1714.27, 3273.29, 4752, and 8811 of the Civil Code, to amend Sections 697.680 and 1094.9 of the Code of Civil Procedure, to amend Sections 234.7, 35221, 38134, 44043.5, 46392, 49001, 51140, 69436, 70022, 70034, and 88821 of the Education Code, to amend Sections 6915, 12304, and 12309 of the Elections Code, to amend Section 5654 of the Fish and Game Code, to amend Section 21283 of the Food and Agricultural Code, to amend Sections 1031.5, 6215, 6588.7, 8010, 8557, 10233, 10240, 11041, 11123.2, 12100.33, 12100.162, 12910, 12960, 12965, 15475.6, 19829.9854, 53398.52, 54953.4, 54953.8, 54953.8.1, 54954.2, 54957.9, 63049.71, 65589.5, 65914.2, 65950, 66300.6.5, 66323, 67784, 67786, 67788, and 87202 of, and to repeal the heading of Chapter 17.45 (commencing with Section 7289) of Division 7 of Title 1 of, the Government Code, to amend Section 676 of the Harbors and Navigation Code, to amend Sections 1279.6, 1342.74, 1367.25, 1597.640, 8028.73, 17021.8, 17970.3, 38532, 38562, 38562.3, 38591.2, 40100.5.5, 41313, 44501, 44515, 44559.14, 50406.4, 50410, 53545.14, 104660, 104661, and 108980 of the Health and Safety Code, to amend Sections 937, 10123.1933, and 10123.196 of the Insurance Code, to amend Sections 923.1, 1401, and 2810.8 of the Labor Code, to amend Section 59 of the Military and Veterans Code, to amend Sections 136.1, 636.6, 1170, 2780.6, 11105.04, and 13667 of the Penal Code, to amend Sections 4291.5, 4584.1, 4584.2, 5006.1, 5598, 5797.4, 21080.28.5, 21080.43, 21080.44, 25354, 25545, 25545.16, 25545.19, 30166, 30168, 30600.5, and 42652.5 of the Public Resources Code, to amend Sections 748.5, 850, 3299.2, 3310, 8501, and 180305 of, to amend the heading of Chapter 10 (commencing with Section 8500) of Division 4.1 of, and to repeal the heading of Article 7 of Chapter 3 of Division 1.5 of, the Public Utilities Code, to amend Sections 17053.40, 19002, and 23640 of the Revenue and Taxation Code, to amend Sections 21201 and 21450.5 of the Vehicle Code, to amend Sections 351, 50976, 60385, 60414, 74467, and 74850 of the Water Code, to amend Sections 309, 827, 9630, 10213.5, 11330.6, 13300.5, 14005.62, 14005.27, 14105.47, 14132.968, 16000.1, 16121.5, and 18900 of, and to repeal Section 12306.16 of, the Welfare and Institutions Code, and to amend Section 3 of Chapter 578 of the Statutes of 2025, relating to maintenance of the codes.",,,Pro-Immigration,0.5033,"code, 2025, education, division, education code"
California,2025,SB101 - Budget Act of 2025.,https://legiscan.com/CA/bill/SB101/2025,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",,,Anti-Immigration,0.4995,"state, section, article, 12, act"
California,2025,AB101 - Budget Act of 2025.,https://legiscan.com/CA/bill/AB101/2025,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",,,Anti-Immigration,0.4995,"state, section, article, 12, act"
California,2026,AB227 - Budget Act of 2025.,https://legiscan.com/CA/bill/AB227/2025,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",,,Anti-Immigration,0.4995,"state, section, article, 12, act"
California,2026,SB65 - Budget Act of 2025.,https://legiscan.com/CA/bill/SB65/2025,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",,,Anti-Immigration,0.4995,"state, section, article, 12, act"
Arizona,2026,SB1520 - Agencies; immigration; data sharing,https://legiscan.com/AZ/bill/SB1520/2026,Agencies; immigration; data sharing,,,Pro-Immigration,0.5184,"agencies, immigration, data"
Arizona,2026,SB1069 - Prohibited weapons; muffling device; repeal,https://legiscan.com/AZ/bill/SB1069/2026,Prohibited weapons; muffling device; repeal,,,Pro-Immigration,0.5002,
Arizona,2026,HB2354 - Prohibited weapon; bump-fire device; accessory,https://legiscan.com/AZ/bill/HB2354/2026,Prohibited weapon; bump-fire device; accessory,,,Pro-Immigration,0.5002,
Arizona,2026,HB2865 - Prohibited possessor; definition,https://legiscan.com/AZ/bill/HB2865/2026,Prohibited possessor; definition,,,Pro-Immigration,0.503,
Arizona,2026,HB2925 - Prohibited possessor; interference; judicial proceedings,https://legiscan.com/AZ/bill/HB2925/2026,Prohibited possessor; interference; judicial proceedings,,,Pro-Immigration,0.5113,judicial
Arizona,2026,HB2291 - Voluntary prohibited possessor; definition,https://legiscan.com/AZ/bill/HB2291/2026,Voluntary prohibited possessor; definition,,,Pro-Immigration,0.503,
Arizona,2026,HB2571 - Prohibited weapons; machine guns,https://legiscan.com/AZ/bill/HB2571/2026,Prohibited weapons; machine guns,,,Pro-Immigration,0.503,
Arizona,2026,HB2282 - Education protection orders; definitions,https://legiscan.com/AZ/bill/HB2282/2026,Education protection orders; definitions,,,Pro-Immigration,0.5287,education
Arizona,2026,SB1378 - Domestic violence; firearm transfers,https://legiscan.com/AZ/bill/SB1378/2026,Domestic violence; firearm transfers,,,Pro-Immigration,0.5081,
Arizona,2026,HB4127 - Firearm transfers; offenses; domestic violence,https://legiscan.com/AZ/bill/HB4127/2026,Firearm transfers; offenses; domestic violence,,,Pro-Immigration,0.5111,offenses
Illinois,2025,SB2339 - PRIVACY IN THE WORKPLACE,https://legiscan.com/IL/bill/SB2339/2025,Reinserts the provisions of the engrossed bill with the following changes. Repeals provisions concerning the use of Employment Eligibility Verification Systems and restrictions on the use of Employment Eligibility Verification Systems. Removes a provision that makes a violation of the Act a petty offense. Makes other changes. Effective immediately.,,,Pro-Immigration,0.5017,"systems, employment, provisions, provision, following"
Illinois,2025,HB1594 - EMPLOYMENT&ACCOMODATION-WEIGHT,https://legiscan.com/IL/bill/HB1594/2025,"Amends the Illinois Human Rights Act. Provides that it is a civil rights violation for an employer, employment agency, or labor organization to take certain employment-related actions on the basis of an individual's weight and size. Provides that it is a civil rights violation for the owner, lessee, proprietor, manager, superintendent, agent, or employee of a place of public accommodation, because of the weight and size of any person, directly or indirectly, to refuse, withhold from, or deny to any individual any of the accommodations, advantages, facilities, or privileges of the place of public accommodation.",,,Pro-Immigration,0.5166,"illinois, rights, agency, employee, individual"
Illinois,2025,SB2419 - HUMAN RIGHTS-EMPLOYMENT,https://legiscan.com/IL/bill/SB2419/2025,"Amends the Human Rights Act. Adds to the definition of ""harassment"" in the Employment Article to include ""reproductive health decisions"" that is covered under the Act. Provides that an employer is responsible for harassment and sexual harassment of the employer's employees by the employer's nonmanagerial and nonsupervisory employees, nonemployees, and third parties only if the employer becomes aware of the conduct and fails to take reasonable corrective measures. Provides that a ""third party"" includes, but is not limited to, customers, clients, vendors, or other visitors.",,,Pro-Immigration,0.5139,"employer, employees, rights, include, limited"
Illinois,2026,HB5284 - HUMAN RIGHTS-MENOPAUSE CARE,https://legiscan.com/IL/bill/HB5284/2025,"Provides that the Act may be referred to as the Illinois Menopause Equity and Care Act. Provides that the purpose of this Act is to improve awareness, understanding, and quality of care for individuals experiencing menopause. Requires the Department of Public Health to develop and make publicly available educational materials about menopause, including symptoms, evidence-based treatment options, and patient rights. Amends the Illinois Insurance Code. Requires that any individual or group plan of accident or health insurance amended, delivered, issued, or renewed on or after January 1, 2028 to provide coverage for medically necessary evaluation and treatment of menopause and perimenopause conditions as determined by a licensed health care provider in accordance with current evidence-based guidelines. Provides that covered treatment includes, but is not limited to: (i) hormone therapy; (ii) non-hormonal therapies for vasomotor symptoms; (iii) medications for menopause-related osteoporosis; or (iv) other treatments as recommended by a licensed health care provider. Allows insurers to voluntarily report menopause-related claims to the Department of Insurance for policy analysis. Amends the Medical Practice Act of 1987. Authorizes the Department of Public Health to make voluntary educational resources available to support clinicians in providing patient-based care, but participation in these resources is voluntary and is not required for licensure, certification, or professional compliance. Amends the Illinois Human Rights Act. Defines a menopause-related condition to mean perimenopause, menopause, and associated medical or symptomatic conditions that includes, but is not limited to, vasomotor symptoms, sleep disruption, cognitive or mood changes, and osteoporosis-related changes. Provides that for an employer to discriminate in any way or refuse or fail to provide reasonable accommodations for an employee because of a menopause-related condition is a civil rights violation under this Act. Reasonable accommodations may include, but are not limited to, flexible scheduling or modified work hours; temperature control or climate-adjusted workspace; private spaces for rest or symptom management; remote work options; and light-duty assignments if safe and feasible. Employers must engage in a timely, good-faith interactive process with employees who request accommodations under this subsection. Employers must post notices of the rights provided in this subsection and provide them to employees on beginning employment or on request. Provides a severability clause.",,,Pro-Immigration,0.5258,"illinois, educational, request, rights, provide"
Illinois,2026,HB5211 - HUM RTS-EMPLOYMENT,https://legiscan.com/IL/bill/HB5211/2025,"Amends the Illinois Human Rights Act. Makes it a civil rights violation, unless required by applicable security regulations established by the federal government or the State, for an employer to include a statement in a job advertisement, posting, application, or other material that an applicant must have a driver's license unless both of the following conditions are satisfied: (1) the employer reasonably expects driving to be one of the bona fide job functions for the position; and (2) the employer reasonably believes that using an alternative form of transportation is not comparable in travel time or cost to the employer. Provides that an alternative form of transportation includes, but is not limited to, any of the following: using a taxi or ride hailing service, carpooling, bicycling, walking, or public transportation",,,Pro-Immigration,0.5237,"employer, form, illinois, rights, federal"
Illinois,2025,SB2394 - FIRST 2025 GENERAL REVISORY,https://legiscan.com/IL/bill/SB2394/2025,Creates the First 2025 General Revisory Act. Combines multiple versions of Sections amended by more than one Public Act. Renumbers Sections of various Acts to eliminate duplication. Corrects obsolete cross-references and technical errors. Makes stylistic changes. Effective immediately.,,,Pro-Immigration,0.5023,"2025, sections"
California,2026,AB2495 - Unlawful immigration-related practices.,https://legiscan.com/CA/bill/AB2495/2025,"An act to amend Section 1019 of the Labor Code, relating to employment.",,,Anti-Immigration,0.4969,"section, act, relating"
Arizona,2026,HB2752 - Commerce authority; trade offices,https://legiscan.com/AZ/bill/HB2752/2026,Commerce authority; trade offices,,,Pro-Immigration,0.5047,
Arizona,2026,HB2754 - Commerce authority; board of directors,https://legiscan.com/AZ/bill/HB2754/2026,Commerce authority; board of directors,,,Pro-Immigration,0.5119,board
Arizona,2026,SB1682 - Treasurer; qualified Arizona-based investment managers,https://legiscan.com/AZ/bill/SB1682/2026,Treasurer; qualified Arizona-based investment managers,,,Anti-Immigration,0.4605,arizona
Illinois,2025,HB2699 - MEDICAID-NONIMMIGRANT STATUS,https://legiscan.com/IL/bill/HB2699/2025,"Amends the Medical Assistance Article of the Illinois Public Aid Code. Provides that the Department of Healthcare and Family Services may provide medical assistance coverage to persons who are foreign-born victims of human trafficking, torture, or other serious crimes, and their derivative family members, if such persons meet certain residency and income requirements and meet one of the following conditions: (i) have filed an application for asylum status that is pending with the appropriate federal agency or have a pending appeal of such an application; (ii) are receiving services through a federally funded treatment center; (iii) have filed an application for T nonimmigrant status; (iv) have filed an application for U nonimmigrant status; or (v) have filed as a derivative family member of a T or U nonimmigrant status applicant. Removes language conditioning medical assistance eligibility for such persons on their eligibility for benefits under the Temporary Assistance for Needy Families Program and the Supplemental Nutrition Assistance Program.",,,Pro-Immigration,0.5243,"illinois, family, assistance, families, agency"
Illinois,2025,SB2034 - MEDICAID-NONIMMIGRANT STATUS,https://legiscan.com/IL/bill/SB2034/2025,"Amends the Medical Assistance Article of the Illinois Public Aid Code. Provides that the Department of Healthcare and Family Services may provide medical assistance coverage to persons who are foreign-born victims of human trafficking, torture, or other serious crimes, and their derivative family members, if such persons meet certain residency and income requirements and meet one of the following conditions: (i) have filed an application for asylum status that is pending with the appropriate federal agency or have a pending appeal of such an application; (ii) are receiving services through a federally funded treatment center; (iii) have filed an application for T nonimmigrant status; (iv) have filed an application for U nonimmigrant status; or (v) have filed as a derivative family member of a T or U nonimmigrant status applicant. Removes language conditioning medical assistance eligibility for such persons on their eligibility for benefits under the Temporary Assistance for Needy Families Program and the Supplemental Nutrition Assistance Program.",,,Pro-Immigration,0.5243,"illinois, family, assistance, families, agency"
Illinois,2026,SB3447 - INS-FINANCIAL REGULATION FEES,https://legiscan.com/IL/bill/SB3447/2025,"Amends the Illinois Insurance Code. Makes changes to the annual financial regulation fee charged and collected from every domestic company and foreign or alien company, except fraternal benefit societies. Provides that those financial regulation fees shall not exceed $500,000 (instead of $250,000) in the aggregate in any single year. Provides that, beginning on the effective date of the amendatory Act, the Department of Insurance may amend the imposed fees by rule.",,,Pro-Immigration,0.5036,"illinois, fees, financial, insurance, code"
Illinois,2025,SR0066 - PARENT-ALIENATION AWARENESS DY,https://legiscan.com/IL/bill/SR0066/2025,"Declares April 25, 2025 as Parental Alienation Awareness Day to encourage increased understanding, prevention, and intervention efforts to support healthy family relationships. Expresses a commitment to equipping communities, educators, and caregivers with tools to identify and respond to behaviors that may negatively impact family relationships, while promoting the mental health and well-being of children.",,,Pro-Immigration,0.5267,"2025, family, day, children, mental"
Illinois,2025,SB1364 - PROHIBITED PROP OWNERSHIP,https://legiscan.com/IL/bill/SB1364/2025,"Amends the Property Owned By Noncitizens Act. Provides that a prohibited foreign-party-controlled business shall not acquire by grant, purchase, devise, descent, or otherwise any interest in public or private land in the State. Provides that a prohibited foreign-party-controlled business entity in violation of the provisions has 2 years to divest of the public or private land, and if a prohibited foreign-party-controlled business entity does not divest the public or private land, the Attorney General shall commence an action in the circuit court within the jurisdiction of the public or private land. Provides that a prohibited foreign party shall not acquire by grant, purchase, devise, descent, or otherwise any interest in agricultural land in the State regardless of whether the prohibited foreign party intends to use the agricultural land for nonfarming purposes. Provides that a prohibited foreign party who is a resident alien of the United States shall have the right to acquire and hold agricultural land in the State upon the same terms as a citizen of the United States during the continuance of his or her residence in the State, but if a prohibited foreign party is no longer a resident alien, he or she shall have 2 years to divest of the agricultural land, and that if the prohibited foreign party does not divest of the agricultural land as required, the Attorney General shall commence an action in circuit court within the jurisdiction of the agricultural land. Provides that violation of the provisions by either a prohibited foreign-party-controlled business entity or a prohibited foreign party owning agricultural land shall, upon conviction, be guilty of a Class 4 felony punishable by not more than 2 years imprisonment in the custody of the Department of Corrections or a $15,000 fine, or both. Creates the Office of Agricultural Intelligence within the Department of Agriculture to collect and analyze information concerning the unlawful sale or possession of agricultural land by prohibited foreign parties and administer and enforce the provisions of the Act.",,,Anti-Immigration,0.4925,"party, attorney general, prohibited, 000, state"
Illinois,2026,SB3490 - PROHIBITED PROP OWNERSHIP,https://legiscan.com/IL/bill/SB3490/2025,"Amends the Property Owned By Noncitizens Act. Provides that a prohibited foreign-party-controlled business may not acquire by grant, purchase, devise, descent, or otherwise any interest in public or private land in the State. Provides that a prohibited foreign-party-controlled business entity in violation of the provisions has 2 years to divest of the public or private land, and if a prohibited foreign-party-controlled business entity does not divest the public or private land, the Attorney General shall commence an action in the circuit court within the jurisdiction of the public or private land. Provides that a prohibited foreign party may not acquire by grant, purchase, devise, descent, or otherwise any interest in agricultural land in the State regardless of whether the prohibited foreign party intends to use the agricultural land for nonfarming purposes. Provides that a prohibited foreign party who is a resident alien of the United States has the right to acquire and hold agricultural land in the State upon the same terms as a citizen of the United States during the continuance of residence in the State, but if a prohibited foreign party is no longer a resident alien, that party has 2 years to divest of the agricultural land, and that if the prohibited foreign party does not divest of the agricultural land as required, the Attorney General shall commence an action in circuit court within the jurisdiction of the agricultural land. Provides that if a prohibited foreign party that owns agricultural land or a prohibited foreign-party-controlled business violates any of the Act's provisions, that violation may be a Class 4 felony punishable by not more than 2 years' imprisonment in the custody of the Department of Corrections or a $15,000 fine, or both. Creates the Office of Agricultural Intelligence within the Department of Agriculture to collect and analyze information concerning the unlawful sale or possession of agricultural land by prohibited foreign parties and administer and enforce the provisions of the Act.",,,Anti-Immigration,0.4901,"party, attorney general, prohibited, 000, state"
Illinois,2026,HB5176 - FAMILY LAW-USE OF DEFINTIONS,https://legiscan.com/IL/bill/HB5176/2025,"Creates the Family Law Definitions Act. Defines and requires the use of the terms ""high conflict"", ""parental alienation"", and ""safe parent"" in family law cases. Provides that no alternative similar terms may be used or invented if their use or interpretation has the purpose or effect of evading compliance with these definitions. Provides that failure by a court to apply these definitions, if applicable, is reversible legal error and is cause for an appeal.",,,Pro-Immigration,0.5014,"family, parent, used, compliance, similar"
Illinois,2026,SB3826 - HATE CRIMES-UNIFORM REPORTING,https://legiscan.com/IL/bill/SB3826/2025,"Amends the Uniform Crime Reporting Act. Provides that each law enforcement agency shall submit a report to the Illinois State Police after receiving a complaint of a hate crime or other bias-related complaint within 2 weeks of receiving the complaint. Describes information to be contained in the report. Provides that, when handling a hate crime or bias-related complaint, each law enforcement agency shall (1) approach victims in a sensitive and supportive manner; (2) reassure victims that appropriate investigative and enforcement methods will be used by the law enforcement agency to properly address the bias incident; (3) as required by the facts and circumstances surrounding the suspected or confirmed bias incident, ensure that a thorough and complete initial response investigation and a follow-up investigation are conducted, including providing for appropriate community relations activities and crime prevention programs; (4) refer the victims and the witnesses to the appropriate Office of Victim-Witness Advocacy or the Division on Civil Rights; (5) interact with concerned community service organizations, civic groups, and religious institutions regarding the bias incident; and (6) effectively calm victims and reduce their fear and alienation through direct, ongoing official communication regarding the bias incident. Provides that the Illinois State Police must identify patterns and analyze the information reported to it for the purpose of connecting the information to other reported crimes or incidents, create a reporting form or process to receive this information, review all reports, and disseminate to potentially affected law enforcement agencies and create a process for the sharing of all the reported incidents with law enforcement agencies across the State. Provides that each law enforcement agency shall identify a point of contact in regard to hate crime reporting within the agency and provide the Illinois State Police with that person's name and contact information. Provides that the Illinois State Police shall adopt rules identifying other bias-related complaints that must be reported. Makes a conforming change. Amends the Freedom of Information Act to exempt reports and information received under the hate crime and bias-related incident reporting under the Uniform Crime Reporting Act.",,,Pro-Immigration,0.5514,"information, illinois, agency, enforcement, crime"
Illinois,2025,HB4189 - HEALTH CARE SANCTITY ACT,https://legiscan.com/IL/bill/HB4189/2025,"Amends the Hospital Licensing Act. Provides that the amendatory provisions may be referred to as the Health Care Sanctity and Privacy Law. Requires hospitals to adopt and implement a policy regarding interactions with law enforcement agents. Sets forth minimum requirements for the policy, including designating a contact person or persons to be notified of all law enforcement presence or information requests and establishing the following procedures: procedures to respond to such requests; procedures to verify the identity and authority of any law enforcement agent involved in civil immigration activities at a hospital site; procedures for designating space for law enforcement agents to remain and wait at a hospital; procedures for patients to request an amendment to their medical records; and procedures concerning the release of information to law enforcement agents. Requires the policy to be submitted to the Department of Public Health. Establishes a fine for hospitals that fail to submit the policy. Sets forth provisions concerning complaints of noncompliance with the provisions; holding hospital personnel harmless from any civil, criminal, or other liability that may arise as a result of their reasonable compliance with the amendatory provisions; obligations as a mandated reporter; and conflicts with federal law. Amends the University of Illinois Hospital Act to require compliance with the provisions of the amendatory Act. Effective immediately.",,,Pro-Immigration,0.546,"agents, hospital, information, enforcement, policy"
Illinois,2025,SB2731 - HEALTH CARE SANCTITY ACT,https://legiscan.com/IL/bill/SB2731/2025,"Amends the Hospital Licensing Act. Provides that the amendatory provisions may be referred to as the Health Care Sanctity and Privacy Law. Requires hospitals to adopt and implement a policy regarding interactions with law enforcement agents. Sets forth minimum requirements for the policy, including designating a contact person or persons to be notified of all law enforcement presence or information requests and establishing the following procedures: procedures to respond to such requests; procedures to verify the identity and authority of any law enforcement agent involved in civil immigration activities at a hospital site; procedures for designating space for law enforcement agents to remain and wait at a hospital; procedures for patients to request an amendment to their medical records; and procedures concerning the release of information to law enforcement agents. Requires the policy to be submitted to the Department of Public Health. Establishes a fine for hospitals that fail to submit the policy. Sets forth provisions concerning complaints of noncompliance with the provisions; holding hospital personnel harmless from any civil, criminal, or other liability that may arise as a result of their reasonable compliance with the amendatory provisions; obligations as a mandated reporter; and conflicts with federal law. Amends the University of Illinois Hospital Act to require compliance with the provisions of the amendatory Act. Effective immediately.",,,Pro-Immigration,0.546,"agents, hospital, information, enforcement, policy"
California,2025,AB1518 - Income taxes: administration: nonresident aliens: identifying numbers: group filing.,https://legiscan.com/CA/bill/AB1518/2025,"An act to amend Sections 17132.1, 18537, and 19136 of, and to amend and repeal Sections 18624 and 19002 of, the Revenue and Taxation Code, relating to taxation.",,,Pro-Immigration,0.5054,"code, sections"
California,2026,AB1481 - Income tax: credit: immigration.,https://legiscan.com/CA/bill/AB1481/2025,"An act to add Section 17054.6 to the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",,,Anti-Immigration,0.4916,"section, act, effect, relating"
Arizona,2026,HB2124 - Parental alienation; hearings; findings; requirements,https://legiscan.com/AZ/bill/HB2124/2026,Parental alienation; hearings; findings; requirements,,,Pro-Immigration,0.5143,requirements
Arizona,2026,HB2465 - Citizenship status; licensure; documentation,https://legiscan.com/AZ/bill/HB2465/2026,Citizenship status; licensure; documentation,,,Pro-Immigration,0.5128,citizenship
Arizona,2026,SB1375 - Immigration; courts; hospitals; schools; daycares.,https://legiscan.com/AZ/bill/SB1375/2026,Immigration; courts; hospitals; schools; daycares.,,,Pro-Immigration,0.5169,"schools, immigration"
Arizona,2026,HB2880 - Immigration; courts; hospitals; schools; daycares,https://legiscan.com/AZ/bill/HB2880/2026,Immigration; courts; hospitals; schools; daycares,,,Pro-Immigration,0.5169,"schools, immigration"
Illinois,2025,HB1033 - CITIZEN LAW ENFORCEMENT ACT,https://legiscan.com/IL/bill/HB1033/2025,Amends the Counties Code. Restores certain provisions of the Counties Code and the Illinois Municipal Code concerning citizenship of employees of a sheriff's department and police officer applicants to the form in which they existed before their amendment by Public Act 103-357. Effective immediately.,,,Pro-Immigration,0.5306,"illinois, code, form, citizenship, police"
Illinois,2025,SB1700 - DEPUTY SHERIFF-APPOINTMENT AGE,https://legiscan.com/IL/bill/SB1700/2025,"Reinserts the statutory provisions regarding appointment of deputy sheriffs. Specifies that persons appointed as a county police officer shall be not less than 21 years of age, or 20 years of age and have successfully completed 2 years of law enforcement studies at an accredited college or university. Provides that all persons so appointed as a correctional officer or full-time deputy sheriff not employed as a county police officer shall, at the time of their appointment, be not less than 18 years of age. Specifies that the probationary period for a county police officer shall be at least 12 months. Provides that the probationary period for a correctional officer or full-time deputy sheriff not employed as a county police officer shall be 15 months.",,,Pro-Immigration,0.5162,"officer, police, university, shall, enforcement"
Illinois,2026,HB5005 - MUNI CD-POLICE COLLEGE DEGREES,https://legiscan.com/IL/bill/HB5005/2025,Amends the Illinois Municipal Code. Provides that applicants who are 21 years of age or older may not be required to obtain any collegiate-level education or a collegiate level degree as a prerequisite to take an examination for a position as a policeman or for appointment to active duty with the police department. Makes conforming changes.,,,Pro-Immigration,0.5292,"illinois, education, police, code, 21"
Illinois,2025,HB1776 - FIREFIGHTERS-NONCITIZENS,https://legiscan.com/IL/bill/HB1776/2025,"Amends the Illinois Municipal Code and the Fire Protection District Act. Provides that an individual who is legally authorized to work in the United States under federal law is authorized to apply for the position of firefighter, subject to all requirements and limitations, other than citizenship, to which other applicants are subject. Effective January 1, 2026.",,,Pro-Immigration,0.53,"illinois, authorized, citizenship, district, 2026"
Illinois,2025,SB1431 - COOK CTY SHERIFF'S MERIT BOARD,https://legiscan.com/IL/bill/SB1431/2025,"Amends the Counties Code. Provides that the Cook County Sheriff's Merit Board shall consist of 3 members (rather than not less than 3 and not more than 7 members) appointed by the Sheriff with the advice and consent of three-fifths of the county board. Provides that all members of the Board shall be appointed to hold office from the third Monday in March of the year of their respective appointments for a term of 6 years and until their successors are appointed and qualified for a like term. Provides that the terms of the members need not be staggered. Removes language authorizing the Board to employ hearing officers to conduct hearings under specified provisions. Provides that certification by the Board for appointment of deputy sheriffs in the Police Department, full-time deputy sheriffs not employed as county police officers or county corrections officers, and of employees in the Department of Corrections may be granted upon an applicant's successful completion of the Sheriff's application process which includes, but is not limited to, any mental, physical, psychiatric and other tests and examinations as may be prescribed by the Sheriff. Removes certain provisions concerning qualifications for appointment of deputy sheriffs in the Police Department, full-time deputy sheriffs not employed as county police officers or county corrections officers, and of employees in the Department of Corrections. Makes other and conforming changes.",,,Pro-Immigration,0.5024,"board, police, certification, process, employees"
Illinois,2026,HB5586 - NONCITIZEN POLICE OFFICERS,https://legiscan.com/IL/bill/HB5586/2025,"Amends the Illinois State Police Act. Provides that all persons appointed as Illinois State Police officers shall, at the time of their appointment, be citizens of the United States or persons with proof of a permanent resident card (rather than only citizens of the United States). Amends Counties Code. Provides that, if a person is a person with proof of a permanent resident card, then the sheriff of any county or the corporate authorities of any municipality may not deny employment to that person on the basis that the person is not a citizen of the United States. Provides that, if a person with a proof of a permanent resident card is an Illinois State Police officer or Department of Corrections officer and the person's permanent resident card becomes invalid, then the Director of State Police and the Board or the sheriff of any county or the corporate authorities of any municipality shall provide the person with 6 months from the date that the person's permanent resident card became invalid to receive a new permanent resident card or to have the person's invalid permanent resident card to be reissued. Defines ""person with proof of a permanent resident card"". Effective July 1, 2026.",,,Pro-Immigration,0.508,"illinois, police, officer, united states, united"
Illinois,2026,HB4936 - FIREFIGHTER-AGE RESTRICTION,https://legiscan.com/IL/bill/HB4936/2025,Amends the Municipal Code and the Fire Protection District Act. Provides that no person under the age of 18 (rather than 21) shall be eligible for employment as a firefighter. Provides that no person who is 37 years of age or older (rather than 35 years of age or older) shall be eligible to take an examination for a position as a firefighter unless specified conditions are satisfied.,,,Pro-Immigration,0.5039,"shall, district, code, 21, employment"
California,2025,AB953 - Political Reform Act of 1974: contributions and expenditures by foreign nationals.,https://legiscan.com/CA/bill/AB953/2025,"An act to amend Section 85320 of the Government Code, relating to the Political Reform Act of 1974.",,,Anti-Immigration,0.494,"act, section, relating"
California,2025,SB42 - Political Reform Act of 1974: public campaign financing: California Fair Elections Act of 2026.,https://legiscan.com/CA/bill/SB42/2025,"An act to amend Sections 85300 and 85320 of the Government Code, relating to the Political Reform Act of 1974.",,,Pro-Immigration,0.5018,"code, government, sections"
Illinois,2025,HR0115 - STOP-IMMIGRATION ACTION,https://legiscan.com/IL/bill/HR0115/2025,"Calls on President Donald Trump to stop the actions of his administration that are making communities less safe, undermining the rule of law, and raising the cost of living. Urges federal lawmakers to instead prioritize comprehensive reforms, including a pathway to citizenship, and focus on the safety of every community, the economic security of every family, and the rights guaranteed under the U.S. Constitution.",,,Pro-Immigration,0.535,"trump, citizenship, community, family, federal"
Illinois,2025,SB1313 - TRUST ACT-NONCITIZEN DETAINEE,https://legiscan.com/IL/bill/SB1313/2025,Amends the Illinois TRUST Act. Provides that certain limitations under the Act regarding actions that may be taken by law enforcement agencies and officials do not apply with respect to an individual who is not a citizen of the United States and who has been charged or convicted of a criminal offense under Illinois law. Directs a law enforcement agency or official to immediately notify an immigration agent whenever it has in its custody such an individual. Effective immediately.,,,Pro-Immigration,0.5285,"illinois, enforcement, agency, official, individual"
